CPU: Intel Core/i7, speed 2393.98 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 90000
samples  %        linenr info                 app name                 symbol name
11       2.2e-04  util-pool.c:85              suricata                 PoolInit
11       2.2e-04  stream-tcp-reassemble.c:1966 suricata                 StreamGetAppLayerFlags.isra.8
11       2.2e-04  stream-tcp-sack.c:297       suricata                 StreamTcpSackPruneList
11       2.2e-04  util-strlcatu.c:54          suricata                 strlcat
10       2.0e-04  (no location information)   kallsyms                 __bpf_prog_run
10       2.0e-04  (no location information)   kallsyms                 __dquot_alloc_space
10       2.0e-04  (no location information)   kallsyms                 account_user_time
10       2.0e-04  (no location information)   kallsyms                 create_empty_buffers
10       2.0e-04  (no location information)   kallsyms                 kill_fasync
10       2.0e-04  (no location information)   kallsyms                 lock_hrtimer_base.isra.18
10       2.0e-04  (no location information)   kallsyms                 perf_ctx_unlock
10       2.0e-04  (no location information)   kallsyms                 policy_nodemask
10       2.0e-04  (no location information)   kallsyms                 ttwu_do_activate.constprop.89
10       2.0e-04  (no location information)   kallsyms                 virtqueue_kick
10       2.0e-04  htp_transaction.c:119       libhtp-0.5.19.so.1.0.0   htp_tx_destroy_incomplete
10       2.0e-04  (no location information)   libpthread-2.21.so       __lll_lock_wait
10       2.0e-04  util-action.c:59            suricata                 ActionOrderVal
10       2.0e-04  app-layer-parser.c:634      suricata                 AppLayerTransactionGetActiveDetectLog
10       2.0e-04  detect.c:3308               suricata                 CreateGroupedPortList
10       2.0e-04  decode-icmpv4.c:156         suricata                 DecodeICMPV4
10       2.0e-04  detect-threshold.c:126      suricata                 DetectThresholdParse
10       2.0e-04  util-reference-config.c:368 suricata                 SCRConfAllocSCRConfReference
10       2.0e-04  app-layer-ssl.c:961         suricata                 SSLv3Decode
10       2.0e-04  detect-parse.c:643          suricata                 SigParsePort
10       2.0e-04  util-storage.c:306          suricata                 StorageFreeAll
10       2.0e-04  stream-tcp.c:687            suricata                 StreamTcpPacketSetState
9        1.8e-04  (no location information)   kallsyms                 __page_set_anon_rmap
9        1.8e-04  (no location information)   kallsyms                 add_to_page_cache_lru
9        1.8e-04  (no location information)   kallsyms                 alloc_page_buffers
9        1.8e-04  (no location information)   kallsyms                 dev_get_stats
9        1.8e-04  (no location information)   kallsyms                 do_sys_poll
9        1.8e-04  (no location information)   kallsyms                 mem_cgroup_begin_page_stat
9        1.8e-04  (no location information)   kallsyms                 mod_zone_page_state
9        1.8e-04  (no location information)   kallsyms                 native_read_cr0
9        1.8e-04  (no location information)   kallsyms                 udp_v4_early_demux
9        1.8e-04  (no location information)   kallsyms                 wake_nocb_leader
9        1.8e-04  htp_util.c:415              libhtp-0.5.19.so.1.0.0   htp_connp_is_line_terminator
9        1.8e-04  htp_hooks.c:121             libhtp-0.5.19.so.1.0.0   htp_hook_run_all
9        1.8e-04  pcre_compile.c:2340         libpcre.so.3.13.1        could_be_empty_branch
9        1.8e-04  app-layer-parser.c:1154     suricata                 AppLayerParserStateIssetFlag
9        1.8e-04  conf.c:332                  suricata                 ConfGet
9        1.8e-04  string3.h:90                suricata                 DefragFragInit
9        1.8e-04  detect-engine-address-ipv4.c:476 suricata                 DetectAddressIsCompleteIPSpaceIPv4
9        1.8e-04  detect-pcre.c:661           suricata                 DetectPcreSetup
9        1.8e-04  detect-reference.c:194      suricata                 DetectReferenceSetup
9        1.8e-04  detect-sid.c:49             suricata                 DetectSidSetup
9        1.8e-04  util-mpm.c:211              suricata                 MpmFactoryGetMpmCtxForProfile
9        1.8e-04  decode.c:112                suricata                 PacketDecodeFinalize
9        1.8e-04  util-reference-config.c:426 suricata                 SCRConfReferenceHashFunc
9        1.8e-04  detect-engine-siggroup.c:153 suricata                 SigGroupHeadAlloc.isra.3
9        1.8e-04  detect-parse.c:1558         suricata                 SigInit
9        1.8e-04  stream-tcp-reassemble.c:3676 suricata                 StreamTcpReassembleTriggerRawReassembly
8        1.6e-04  (no location information)   kallsyms                 __call_rcu_nocb_enqueue
8        1.6e-04  (no location information)   kallsyms                 __page_cache_alloc
8        1.6e-04  (no location information)   kallsyms                 __slab_free
8        1.6e-04  (no location information)   kallsyms                 down_read
8        1.6e-04  (no location information)   kallsyms                 free_hot_cold_page_list
8        1.6e-04  (no location information)   kallsyms                 hrtimer_init
8        1.6e-04  (no location information)   kallsyms                 native_load_sp0
8        1.6e-04  (no location information)   kallsyms                 page_remove_rmap
8        1.6e-04  (no location information)   kallsyms                 perf_event_mmap_output
8        1.6e-04  (no location information)   kallsyms                 plist_add
8        1.6e-04  (no location information)   kallsyms                 rcu_process_callbacks
8        1.6e-04  (no location information)   kallsyms                 smp_call_function_single_interrupt
8        1.6e-04  (no location information)   kallsyms                 update_wall_time
8        1.6e-04  (no location information)   kallsyms                 wake_up_q
8        1.6e-04  bstr.c:559                  libhtp-0.5.19.so.1.0.0   bstr_util_strdup_to_c
8        1.6e-04  htp_table.c:222             libhtp-0.5.19.so.1.0.0   htp_table_get_index
8        1.6e-04  pcre_compile.c:2860         libpcre.so.3.13.1        get_chr_property_list
8        1.6e-04  pcre_get.c:558              libpcre.so.3.13.1        pcre_get_substring
8        1.6e-04  pcre_study.c:1401           libpcre.so.3.13.1        pcre_study
8        1.6e-04  app-layer-parser.c:592      suricata                 AppLayerParserGetEventsByTx
8        1.6e-04  app-layer-parser.c:555      suricata                 AppLayerParserSetTransactionInspectId
8        1.6e-04  detect.c:3291               suricata                 CreateGroupedPortListCmpMpmMinlen
8        1.6e-04  detect-engine-address.c:146 suricata                 DetectAddressCopy
8        1.6e-04  detect-app-layer-event.c:88 suricata                 DetectAppLayerEventAppMatch
8        1.6e-04  detect-engine-hcbd.c:98     suricata                 DetectEngineHCBDGetBufferForTX.constprop.2
8        1.6e-04  detect-engine-hcd.c:66      suricata                 DetectEngineRunHttpCookieMpm
8        1.6e-04  detect-ipproto.c:559        suricata                 DetectIPProtoRemoveAllSMs
8        1.6e-04  util-file.c:873             suricata                 FileDisableStoringForTransaction
8        1.6e-04  flow-var.c:98               suricata                 FlowVarAddIntNoLock
8        1.6e-04  detect-engine-iponly.c:70   suricata                 IPOnlyCIDRItemNew
8        1.6e-04  detect-engine-iponly.c:1109 suricata                 IPOnlyPrepare
8        1.6e-04  util-host-os-info.c:292     suricata                 SCHInfoGetIPv4HostOSFlavour
8        1.6e-04  util-debug.c:603            suricata                 SCLogDebugEnabled
8        1.6e-04  util-reference-config.c:538 suricata                 SCRConfGetReference
8        1.6e-04  detect-parse.c:598          suricata                 SigParseProto
8        1.6e-04  stream-tcp.c:1198           suricata                 StreamTcp3whsSynAckUpdate
7        1.4e-04  (no location information)   kallsyms                 __acct_update_integrals
7        1.4e-04  (no location information)   kallsyms                 __call_rcu
7        1.4e-04  (no location information)   kallsyms                 __radix_tree_preload
7        1.4e-04  (no location information)   kallsyms                 cpumask_next_and
7        1.4e-04  (no location information)   kallsyms                 ext4_es_insert_extent
7        1.4e-04  (no location information)   kallsyms                 generic_file_read_iter
7        1.4e-04  (no location information)   kallsyms                 khugepaged_enter_vma_merge
7        1.4e-04  (no location information)   kallsyms                 load_balance
7        1.4e-04  (no location information)   kallsyms                 packet_poll
7        1.4e-04  (no location information)   kallsyms                 radix_tree_tag_set
7        1.4e-04  (no location information)   kallsyms                 run_rebalance_domains
7        1.4e-04  (no location information)   kallsyms                 scheduler_ipi
7        1.4e-04  (no location information)   kallsyms                 scheduler_tick
7        1.4e-04  (no location information)   kallsyms                 tick_sched_timer
7        1.4e-04  (no location information)   kallsyms                 x2apic_send_IPI_mask
7        1.4e-04  htp_request.c:780           libhtp-0.5.19.so.1.0.0   htp_connp_REQ_LINE
7        1.4e-04  htp_util.c:2396             libhtp-0.5.19.so.1.0.0   htp_res_run_hook_body_data
7        1.4e-04  htp_table.c:190             libhtp-0.5.19.so.1.0.0   htp_table_get
7        1.4e-04  htp_table.c:250             libhtp-0.5.19.so.1.0.0   htp_table_size
7        1.4e-04  app-layer-parser.c:1056     suricata                 AppLayerParserProtocolHasLogger
7        1.4e-04  app-layer-dns-udp.c:170     suricata                 DNSUDPResponseParse
7        1.4e-04  detect-engine-address.c:1589 suricata                 DetectAddressCut
7        1.4e-04  detect-bytejump.c:332       suricata                 DetectBytejumpParse
7        1.4e-04  detect-engine-hhd.c:218     suricata                 DetectEngineRunHttpHeaderMpm
7        1.4e-04  detect-engine-hua.c:67      suricata                 DetectEngineRunHttpUAMpm
7        1.4e-04  detect-flowbits.c:213       suricata                 DetectFlowbitSetup
7        1.4e-04  detect-engine-port.c:1256   suricata                 DetectPortParseMergeNotPorts
7        1.4e-04  detect-rev.c:45             suricata                 DetectRevSetup
7        1.4e-04  util-file.c:816             suricata                 FileDisableFilesize
7        1.4e-04  flow.c:238                  suricata                 FlowHandlePacketUpdateRemove
7        1.4e-04  app-layer-htp.c:2647        suricata                 HTPGetTxDetectState
7        1.4e-04  detect-engine-iponly.c:297  suricata                 IPOnlyCIDRItemSetup
7        1.4e-04  util-radix-tree.c:130       suricata                 SCRadixCreatePrefix
7        1.4e-04  detect-engine-sigorder.c:658 suricata                 SCSigOrderByIPPairbitsCompare
7        1.4e-04  detect-engine-sigorder.c:623 suricata                 SCSigOrderByPktvarCompare
7        1.4e-04  detect-parse.c:396          suricata                 SigMatchTransferSigMatchAcrossLists
7        1.4e-04  stream-tcp.c:2522           suricata                 StreamTcpHandleFin.isra.16
7        1.4e-04  string3.h:90                suricata                 StreamTcpSessionPoolInit
6        1.2e-04  (no location information)   kallsyms                 __d_lookup_rcu
6        1.2e-04  (no location information)   kallsyms                 __es_tree_search
6        1.2e-04  (no location information)   kallsyms                 __mnt_drop_write_file
6        1.2e-04  (no location information)   kallsyms                 __set_page_dirty
6        1.2e-04  (no location information)   kallsyms                 __slab_alloc
6        1.2e-04  (no location information)   kallsyms                 _raw_write_lock
6        1.2e-04  (no location information)   kallsyms                 bio_advance
6        1.2e-04  (no location information)   kallsyms                 can_migrate_task
6        1.2e-04  (no location information)   kallsyms                 do_device_not_available
6        1.2e-04  (no location information)   kallsyms                 dst_alloc
6        1.2e-04  (no location information)   kallsyms                 hrtimer_cancel
6        1.2e-04  (no location information)   kallsyms                 kmem_cache_alloc_trace
6        1.2e-04  (no location information)   kallsyms                 link_path_walk
6        1.2e-04  (no location information)   kallsyms                 native_smp_send_reschedule
6        1.2e-04  (no location information)   kallsyms                 sched_avg_update
6        1.2e-04  (no location information)   kallsyms                 unmap_underlying_metadata
6        1.2e-04  (no location information)   kallsyms                 unmapped_area_topdown
6        1.2e-04  (no location information)   kallsyms                 virtnet_stats
6        1.2e-04  htp_util.c:125              libhtp-0.5.19.so.1.0.0   htp_chomp
6        1.2e-04  htp_connection_parser.c:65  libhtp-0.5.19.so.1.0.0   htp_connp_create
6        1.2e-04  htp_request.c:848           libhtp-0.5.19.so.1.0.0   htp_connp_req_data
6        1.2e-04  htp_util.c:1190             libhtp-0.5.19.so.1.0.0   htp_decode_path_inplace
6        1.2e-04  htp_util.c:1941             libhtp-0.5.19.so.1.0.0   htp_normalize_uri_path_inplace
6        1.2e-04  htp_transaction.c:890       libhtp-0.5.19.so.1.0.0   htp_tx_state_request_start
6        1.2e-04  htp_utf8_decoder.c:130      libhtp-0.5.19.so.1.0.0   htp_utf8_decode_allow_overlong
6        1.2e-04  app-layer-parser.c:150      suricata                 AppLayerParserStateAlloc
6        1.2e-04  app-layer-dns-common.c:164  suricata                 DNSGetEvents
6        1.2e-04  detect-engine-port.c:93     suricata                 DetectPortFree
6        1.2e-04  flow.c:156                  suricata                 FlowSetIPOnlyFlag
6        1.2e-04  app-layer-htp.c:806         suricata                 HTPHandleResponseData
6        1.2e-04  detect-engine-mpm.c:355     suricata                 HttpHeaderPatternSearch
6        1.2e-04  detect-engine-siggroup.c:978 suricata                 SigGroupHeadFreeMpmArrays
6        1.2e-04  detect-parse.c:703          suricata                 SigParseAction
6        1.2e-04  detect-engine-mpm.c:785     suricata                 StreamPatternCleanup
6        1.2e-04  stream-tcp.c:3096           suricata                 StreamTcpPacketStateFinWait2
6        1.2e-04  stream-tcp.c:5864           suricata                 StreamTcpPseudoPacketCreateStreamEndPacket
6        1.2e-04  detect-engine-threshold.c:253 suricata                 ThresholdHandlePacketHost
5        1.0e-04  (no location information)   kallsyms                 __activate_page
5        1.0e-04  (no location information)   kallsyms                 __hrtimer_get_next_event
5        1.0e-04  (no location information)   kallsyms                 activate_task
5        1.0e-04  (no location information)   kallsyms                 clear_huge_page
5        1.0e-04  (no location information)   kallsyms                 do_munmap
5        1.0e-04  (no location information)   kallsyms                 flush_tlb_page
5        1.0e-04  (no location information)   kallsyms                 free_hot_cold_page
5        1.0e-04  (no location information)   kallsyms                 inode_add_rsv_space
5        1.0e-04  (no location information)   kallsyms                 intel_pmu_disable_all
5        1.0e-04  (no location information)   kallsyms                 ip_check_mc_rcu
5        1.0e-04  (no location information)   kallsyms                 ip_error
5        1.0e-04  (no location information)   kallsyms                 ip_rcv_finish
5        1.0e-04  (no location information)   kallsyms                 kernel_fpu_disable
5        1.0e-04  (no location information)   kallsyms                 native_set_pte_at
5        1.0e-04  (no location information)   kallsyms                 note_gp_changes
5        1.0e-04  (no location information)   kallsyms                 plist_del
5        1.0e-04  (no location information)   kallsyms                 prb_retire_current_block
5        1.0e-04  (no location information)   kallsyms                 rebalance_domains
5        1.0e-04  (no location information)   kallsyms                 schedule_hrtimeout_range_clock.part.24
5        1.0e-04  (no location information)   kallsyms                 smp_reschedule_interrupt
5        1.0e-04  bstr.c:103                  libhtp-0.5.19.so.1.0.0   bstr_adjust_len
5        1.0e-04  htp_transaction.c:834       libhtp-0.5.19.so.1.0.0   htp_tx_state_request_complete_partial
5        1.0e-04  htp_transaction.c:904       libhtp-0.5.19.so.1.0.0   htp_tx_state_request_headers
5        1.0e-04  htp_transaction.c:944       libhtp-0.5.19.so.1.0.0   htp_tx_state_request_line
5        1.0e-04  htp_util.c:888              libhtp-0.5.19.so.1.0.0   htp_utf8_decode_path_inplace
5        1.0e-04  app-layer-parser.c:817      suricata                 AppLayerParserSupportsTxDetectState
5        1.0e-04  app-layer-dns-common.c:390  suricata                 DNSStateHasTxDetectState
5        1.0e-04  app-layer-dns-common.c:589  suricata                 DNSStoreAnswerInState
5        1.0e-04  detect-engine-address.c:1511 suricata                 DetectAddressHeadInit
5        1.0e-04  detect-byte-extract.c:138   suricata                 DetectByteExtractDoMatch
5        1.0e-04  detect-bytetest.c:263       suricata                 DetectBytetestParse
5        1.0e-04  detect-bytetest.c:451       suricata                 DetectBytetestSetup
5        1.0e-04  detect-http-uri.c:93        suricata                 DetectHttpUriSetup
5        1.0e-04  detect-engine-state.c:712   suricata                 DoInspectItem
5        1.0e-04  flow.c:96                   suricata                 FlowCleanupAppLayer
5        1.0e-04  app-layer-htp.c:666         suricata                 HTPHandleRequestData
5        1.0e-04  app-layer-htp.c:2605        suricata                 HTPStateGetTx
5        1.0e-04  app-layer-htp.c:2643        suricata                 HTPStateHasTxDetectState
5        1.0e-04  output-json-stats.c:65      suricata                 OutputStats2Json
5        1.0e-04  util-mpm-ac.c:1169          suricata                 SCACInitCtx
5        1.0e-04  util-classification-config.c:489 suricata                 SCClassConfClasstypeHashCompareFunc
5        1.0e-04  util-reference-config.c:462 suricata                 SCRConfReferenceHashCompareFunc
5        1.0e-04  app-layer-ssl.c:1120        suricata                 SSLDecode
5        1.0e-04  detect-parse.c:874          suricata                 SigAlloc
5        1.0e-04  stream-tcp.c:2640           suricata                 StreamTcpPacketStateFinWait1
5        1.0e-04  stream-tcp.c:185            suricata                 StreamTcpSessionClear
5        1.0e-04  tm-threads.c:96             suricata                 TmThreadsCheckFlag
4        8.0e-05  (no location information)   kallsyms                 __compute_runnable_contrib.part.57
4        8.0e-05  (no location information)   kallsyms                 __d_lookup
4        8.0e-05  (no location information)   kallsyms                 __inc_zone_page_state
4        8.0e-05  (no location information)   kallsyms                 __internal_add_timer
4        8.0e-05  (no location information)   kallsyms                 __mix_pool_bytes
4        8.0e-05  (no location information)   kallsyms                 __mnt_is_readonly.part.7
4        8.0e-05  (no location information)   kallsyms                 account_system_time
4        8.0e-05  (no location information)   kallsyms                 bit_waitqueue
4        8.0e-05  (no location information)   kallsyms                 cap_capable
4        8.0e-05  (no location information)   kallsyms                 dst_release
4        8.0e-05  (no location information)   kallsyms                 ext4_get_reserved_space
4        8.0e-05  (no location information)   kallsyms                 flush_tlb_mm_range
4        8.0e-05  (no location information)   kallsyms                 fpu__activate_curr
4        8.0e-05  (no location information)   kallsyms                 get_proc_task_net
4        8.0e-05  (no location information)   kallsyms                 jiffies_to_usecs
4        8.0e-05  (no location information)   kallsyms                 kvm_steal_clock
4        8.0e-05  (no location information)   kallsyms                 lru_cache_add
4        8.0e-05  (no location information)   kallsyms                 page_counter_cancel
4        8.0e-05  (no location information)   kallsyms                 pde_subdir_find
4        8.0e-05  (no location information)   kallsyms                 perf_pmu_disable.part.83
4        8.0e-05  (no location information)   kallsyms                 radix_tree_tag_clear
4        8.0e-05  (no location information)   kallsyms                 sched_ttwu_pending
4        8.0e-05  (no location information)   kallsyms                 sys_read
4        8.0e-05  (no location information)   kallsyms                 test_clear_page_writeback
4        8.0e-05  (no location information)   kallsyms                 uncharge_batch
4        8.0e-05  (no location information)   kallsyms                 update_cpu_load_active
4        8.0e-05  htp_response.c:469          libhtp-0.5.19.so.1.0.0   htp_connp_RES_BODY_DETERMINE
4        8.0e-05  htp_util.c:220              libhtp-0.5.19.so.1.0.0   htp_is_line_empty
4        8.0e-05  htp_util.c:65               libhtp-0.5.19.so.1.0.0   htp_is_separator
4        8.0e-05  htp_util.c:164              libhtp-0.5.19.so.1.0.0   htp_is_space
4        8.0e-05  htp_table.c:57              libhtp-0.5.19.so.1.0.0   htp_table_add
4        8.0e-05  htp_transaction.c:776       libhtp-0.5.19.so.1.0.0   htp_tx_res_process_body_data_ex
4        8.0e-05  htp_util.c:2516             libhtp-0.5.19.so.1.0.0   htp_validate_hostname
4        8.0e-05  (no location information)   libpthread-2.21.so       __errno_location
4        8.0e-05  app-layer-parser.c:581      suricata                 AppLayerParserGetDecoderEvents
4        8.0e-05  app-layer-parser.c:1077     suricata                 AppLayerParserStateCleanup
4        8.0e-05  util-byte.c:138             suricata                 ByteExtractString
4        8.0e-05  util-byte.c:41              suricata                 BytesToString
4        8.0e-05  app-layer-dns-common.c:90   suricata                 DNSCheckMemcap
4        8.0e-05  app-layer-dns-common.c:220  suricata                 DNSGetTxCnt
4        8.0e-05  app-layer-dns-common.c:659  suricata                 DNSResponseGetNameByOffset.constprop.3
4        8.0e-05  app-layer-dns-common.c:264  suricata                 DNSTransactionAlloc
4        8.0e-05  defrag-queue.c:71           suricata                 DefragTrackerEnqueue
4        8.0e-05  detect-engine-address.c:1469 suricata                 DetectAddressParse
4        8.0e-05  detect-depth.c:59           suricata                 DetectDepthSetup
4        8.0e-05  detect-engine-payload.c:101 suricata                 DetectEngineInspectStreamPayload
4        8.0e-05  detect-engine-hrhd.c:64     suricata                 DetectEngineRunHttpRawHeaderMpm
4        8.0e-05  detect-engine-state.c:287   suricata                 DetectEngineStateFree
4        8.0e-05  detect-file-data.c:77       suricata                 DetectFiledataSetup
4        8.0e-05  detect-http-method.c:99     suricata                 DetectHttpMethodSetup
4        8.0e-05  util-file.c:91              suricata                 FileForceMd5
4        8.0e-05  util-file.c:214             suricata                 FilePrune
4        8.0e-05  flow-manager.c:235          suricata                 FlowManagerFlowTimedOut.isra.2.part.3
4        8.0e-05  util-var.c:49               suricata                 GenericVarFree
4        8.0e-05  app-layer-htp.c:1844        suricata                 HTPCallbackResponseBodyData
4        8.0e-05  app-layer-htp-mem.c:142     suricata                 HTPRealloc
4        8.0e-05  app-layer-htp.c:1651        suricata                 HtpResponseBodyHandle
4        8.0e-05  output-json-dns.c:250       suricata                 JsonDnsLogger
4        8.0e-05  output-json-http.c:185      suricata                 JsonHttpLogJSONBasic
4        8.0e-05  util-decode-der-get.c:44    suricata                 Oid2ShortStr
4        8.0e-05  detect-engine-port.c:1455   suricata                 PortParse
4        8.0e-05  app-layer-htp-libhtp.c:110  suricata                 SCHTPGenerateNormalizedUri
4        8.0e-05  app-layer-ssl.c:141         suricata                 SSLv3ParseHandshakeType
4        8.0e-05  util-storage.c:208          suricata                 StorageGetSize
4        8.0e-05  stream-tcp.c:296            suricata                 StreamTcpSessionPoolCleanup
4        8.0e-05  stream-tcp-reassemble.c:1827 suricata                 StreamTcpStoreStreamChunk.isra.0
4        8.0e-05  stream-tcp.c:5194           suricata                 StreamTcpValidateRst
3        6.0e-05  (no location information)   kallsyms                 __bitmap_equal
3        6.0e-05  (no location information)   kallsyms                 __inode_permission
3        6.0e-05  (no location information)   kallsyms                 __intel_pmu_disable_all
3        6.0e-05  (no location information)   kallsyms                 __kmalloc
3        6.0e-05  (no location information)   kallsyms                 __update_cpu_load
3        6.0e-05  (no location information)   kallsyms                 __vm_enough_memory
3        6.0e-05  (no location information)   kallsyms                 _raw_spin_lock_bh
3        6.0e-05  (no location information)   kallsyms                 alloc_buffer_head
3        6.0e-05  (no location information)   kallsyms                 anon_vma_clone
3        6.0e-05  (no location information)   kallsyms                 arch_scale_cpu_capacity
3        6.0e-05  (no location information)   kallsyms                 arch_vma_name
3        6.0e-05  (no location information)   kallsyms                 blk_mq_complete_request
3        6.0e-05  (no location information)   kallsyms                 blk_update_request
3        6.0e-05  (no location information)   kallsyms                 calc_global_load_tick
3        6.0e-05  (no location information)   kallsyms                 change_protection
3        6.0e-05  (no location information)   kallsyms                 common_mmap
3        6.0e-05  (no location information)   kallsyms                 cpus_share_cache
3        6.0e-05  (no location information)   kallsyms                 datagram_poll
3        6.0e-05  (no location information)   kallsyms                 dev_seq_start
3        6.0e-05  (no location information)   kallsyms                 dput
3        6.0e-05  (no location information)   kallsyms                 end_page_writeback
3        6.0e-05  (no location information)   kallsyms                 evict
3        6.0e-05  (no location information)   kallsyms                 ext4_end_bio
3        6.0e-05  (no location information)   kallsyms                 find_next_bit
3        6.0e-05  (no location information)   kallsyms                 free_pages_and_swap_cache
3        6.0e-05  (no location information)   kallsyms                 fsnotify_destroy_marks
3        6.0e-05  (no location information)   kallsyms                 get_unmapped_area
3        6.0e-05  (no location information)   kallsyms                 inc_zone_page_state
3        6.0e-05  (no location information)   kallsyms                 irq_work_run_list
3        6.0e-05  (no location information)   kallsyms                 irq_work_tick
3        6.0e-05  (no location information)   kallsyms                 jiffies_to_timeval
3        6.0e-05  (no location information)   kallsyms                 kernel_fpu_enable
3        6.0e-05  (no location information)   kallsyms                 kmalloc_slab
3        6.0e-05  (no location information)   kallsyms                 local_clock
3        6.0e-05  (no location information)   kallsyms                 lookup_fast
3        6.0e-05  (no location information)   kallsyms                 mark_wake_futex
3        6.0e-05  (no location information)   kallsyms                 mempool_free
3        6.0e-05  (no location information)   kallsyms                 mmap_region
3        6.0e-05  (no location information)   kallsyms                 native_send_call_func_ipi
3        6.0e-05  (no location information)   kallsyms                 packet_getsockopt
3        6.0e-05  (no location information)   kallsyms                 security_socket_getsockopt
3        6.0e-05  (no location information)   kallsyms                 seq_read
3        6.0e-05  (no location information)   kallsyms                 sock_poll
3        6.0e-05  (no location information)   kallsyms                 string.isra.4
3        6.0e-05  (no location information)   kallsyms                 sys_brk
3        6.0e-05  (no location information)   kallsyms                 vfs_read
3        6.0e-05  (no location information)   kallsyms                 virtblk_done
3        6.0e-05  (no location information)   kallsyms                 vm_normal_page
3        6.0e-05  (no location information)   kallsyms                 vm_stat_account
3        6.0e-05  (no location information)   kallsyms                 vma_wants_writenotify
3        6.0e-05  (no location information)   kallsyms                 vmacache_update
3        6.0e-05  bstr.c:214                  libhtp-0.5.19.so.1.0.0   bstr_cmp_c
3        6.0e-05  bstr.c:242                  libhtp-0.5.19.so.1.0.0   bstr_dup_ex
3        6.0e-05  bstr.c:254                  libhtp-0.5.19.so.1.0.0   bstr_dup_mem
3        6.0e-05  htp_connection.c:118        libhtp-0.5.19.so.1.0.0   htp_conn_open
3        6.0e-05  htp_response.c:91           libhtp-0.5.19.so.1.0.0   htp_connp_res_receiver_send_data
3        6.0e-05  htp_decompressors.c:50      libhtp-0.5.19.so.1.0.0   htp_gzip_decompressor_decompress
3        6.0e-05  htp_util.c:402              libhtp-0.5.19.so.1.0.0   htp_is_folding_char
3        6.0e-05  htp_util.c:49               libhtp-0.5.19.so.1.0.0   htp_is_lws
3        6.0e-05  htp_request_generic.c:52    libhtp-0.5.19.so.1.0.0   htp_process_request_header_generic
3        6.0e-05  htp_transaction.c:1075      libhtp-0.5.19.so.1.0.0   htp_tx_state_response_headers
3        6.0e-05  pcre_compile.c:3941         libpcre.so.3.13.1        adjust_recurse
3        6.0e-05  pcre_compile.c:8642         libpcre.so.3.13.1        find_firstassertedchar
3        6.0e-05  pcre_compile.c:1645         libpcre.so.3.13.1        first_significant_code.constprop.4
3        6.0e-05  pcre_compile.c:8432         libpcre.so.3.13.1        is_anchored
3        6.0e-05  pcre_study.c:762            libpcre.so.3.13.1        set_start_bits
3        6.0e-05  app-layer-htp.c:439         suricata                 AppLayerHtpEnableResponseBodyCallback
3        6.0e-05  app-layer-parser.c:533      suricata                 AppLayerParserSetTransactionLogId
3        6.0e-05  app-layer-parser.c:163      suricata                 AppLayerParserStateFree
3        6.0e-05  app-layer-dns-common.c:1065 suricata                 DNSCreateRcodeString
3        6.0e-05  app-layer-dns-common.c:246  suricata                 DNSGetAlstateProgressCompletionStatus
3        6.0e-05  app-layer-dns-common.c:187  suricata                 DNSGetTx
3        6.0e-05  app-layer-dns-common.c:776  suricata                 DNSReponseParse
3        6.0e-05  app-layer-dns-common.c:427  suricata                 DNSStateFree
3        6.0e-05  app-layer-dns-common.c:367  suricata                 DNSTransactionFindByTxId
3        6.0e-05  app-layer-dns-common.c:287  suricata                 DNSTransactionFree
3        6.0e-05  util-decode-der.c:394       suricata                 DecodeAsn1DerOid
3        6.0e-05  detect-engine-address.c:283 suricata                 DetectAddressAdd
3        6.0e-05  detect-bytejump.c:526       suricata                 DetectBytejumpSetup
3        6.0e-05  detect-engine-hmd.c:66      suricata                 DetectEngineRunHttpMethodMpm
3        6.0e-05  detect-engine-hrud.c:73     suricata                 DetectEngineRunHttpRawUriMpm
3        6.0e-05  detect-flowbits.c:179       suricata                 DetectFlowbitParse.constprop.5
3        6.0e-05  detect-engine-port.c:377    suricata                 DetectPortCut
3        6.0e-05  util-file.c:777             suricata                 FileDisableMd5
3        6.0e-05  flow-bit.c:126              suricata                 FlowBitIsset
3        6.0e-05  flow-util.c:78              suricata                 FlowFree
3        6.0e-05  app-layer-htp.c:2001        suricata                 HTPCallbackResponse
3        6.0e-05  host.c:351                  suricata                 HostGetKey
3        6.0e-05  detect-engine-mpm.c:415     suricata                 HttpMethodPatternSearch
3        6.0e-05  output-json-file.c:177      suricata                 JsonFileLogger
3        6.0e-05  output-json-http.c:372      suricata                 JsonHttpLogger
3        6.0e-05  util-mpm.c:423              suricata                 PmqSetup
3        6.0e-05  util-reference-config.c:402 suricata                 SCRConfDeAllocSCRConfReference
3        6.0e-05  detect-engine-sigorder.c:630 suricata                 SCSigOrderByFlowintCompare
3        6.0e-05  detect-engine-sigorder.c:644 suricata                 SCSigOrderByHostbitsCompare
3        6.0e-05  detect-engine-siggroup.c:1094 suricata                 SigGroupHeadCopySigs
3        6.0e-05  detect.c:2188               suricata                 SignatureIsIPOnly
3        6.0e-05  output-json-stats.c:94      suricata                 StatsToJSON
3        6.0e-05  stream-tcp.c:805            suricata                 StreamTcpPacketIsRetransmission.isra.11
3        6.0e-05  stream-tcp-sack.c:339       suricata                 StreamTcpSackFreeList
