CPU: Intel Core/i7, speed 2393.98 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 90000
samples  %        linenr info                 app name                 symbol name
65        0.0013  (no location information)   kallsyms                 get_futex_key_refs.isra.12
65        0.0013  (no location information)   kallsyms                 mem_cgroup_uncharge
65        0.0013  (no location information)   kallsyms                 update_min_vruntime
65        0.0013  detect-parse.c:358          suricata                 SigMatchGetLastSMFromLists
64        0.0013  (no location information)   kallsyms                 __brelse
64        0.0013  (no location information)   kallsyms                 __mem_cgroup_count_vm_event
64        0.0013  (no location information)   kallsyms                 futex_wait_setup
64        0.0013  (no location information)   kallsyms                 mutex_unlock
64        0.0013  app-layer-parser.c:610      suricata                 AppLayerParserGetStateVersion
64        0.0013  detect-engine-hhd.c:101     suricata                 DetectEngineHHDGetBufferForTX.constprop.1
64        0.0013  util-time.c:212             suricata                 SCLocalTime
63        0.0013  (no location information)   kallsyms                 __pagevec_lru_add_fn
63        0.0013  (no location information)   kallsyms                 pick_next_entity
63        0.0013  (no location information)   kallsyms                 select_task_rq_fair
63        0.0013  (no location information)   kallsyms                 sys_mprotect
63        0.0013  htp_list.c:86               libhtp-0.5.19.so.1.0.0   htp_list_array_get
63        0.0013  util-spm-bm.c:355           suricata                 BoyerMooreNocase
63        0.0013  detect-engine-siggroup.c:1706 suricata                 SigGroupHeadSetFilestoreCount
62        0.0012  (no location information)   kallsyms                 __ext4_journal_start_sb
62        0.0012  (no location information)   kallsyms                 generic_update_time
62        0.0012  (no location information)   kallsyms                 retint_kernel
62        0.0012  tmqh-packetpool.c:285       suricata                 PacketPoolReturnPacket
62        0.0012  detect.c:396                suricata                 ProcessSigFiles
60        0.0012  (no location information)   kallsyms                 current_kernel_time
60        0.0012  (no location information)   kallsyms                 get_nohz_timer_target
60        0.0012  (no location information)   kallsyms                 jbd2_journal_put_journal_head
60        0.0012  detect-engine-mpm.c:825     suricata                 PatternMatchDestroyGroup
59        0.0012  (no location information)   kallsyms                 page_add_new_anon_rmap
59        0.0012  detect-engine-state.c:894   suricata                 DoInspectFlowRule
59        0.0012  flow.c:328                  suricata                 FlowHandlePacket
58        0.0012  (no location information)   kallsyms                 futex_wait_queue_me
58        0.0012  (no location information)   kallsyms                 sg_next
58        0.0012  (no location information)   kallsyms                 try_charge
58        0.0012  detect-engine-address.c:214 suricata                 DetectAddressLookupInList
58        0.0012  flow-hash.c:562             suricata                 FlowLookupFlowFromHash
58        0.0012  util-mpm.c:746              suricata                 MpmAddPatternCS
58        0.0012  detect-engine-sigorder.c:683 suricata                 SCSigAllocSignatureWrapper
57        0.0011  (no location information)   kallsyms                 __sb_start_write
57        0.0011  (no location information)   kallsyms                 futex_wake
57        0.0011  util-spm-bm.c:57            suricata                 BoyerMooreCtxToNocase
57        0.0011  util-time.c:269             suricata                 CreateTimeString
57        0.0011  detect-engine-alert.c:193   suricata                 PacketAlertAppend
56        0.0011  (no location information)   kallsyms                 rb_next
56        0.0011  (no location information)   kallsyms                 tick_program_event
55        0.0011  (no location information)   kallsyms                 dequeue_task
55        0.0011  output-json.c:347           suricata                 OutputJSONBuffer
54        0.0011  (no location information)   kallsyms                 current_fs_time
54        0.0011  (no location information)   kallsyms                 finish_task_switch
54        0.0011  (no location information)   kallsyms                 iov_iter_copy_from_user_atomic
54        0.0011  (no location information)   kallsyms                 ttwu_do_wakeup
54        0.0011  detect-engine-siggroup.c:1585 suricata                 SigGroupHeadSetFilemagicFlag
53        0.0011  (no location information)   kallsyms                 __zone_watermark_ok
52        0.0010  (no location information)   kallsyms                 PageHuge.part.39
52        0.0010  (no location information)   kallsyms                 sched_clock_cpu
52        0.0010  (no location information)   kallsyms                 task_waking_fair
52        0.0010  (no location information)   kallsyms                 ttwu_stat
52        0.0010  detect-parse.c:1362         suricata                 SigInitHelper
51        0.0010  (no location information)   kallsyms                 __intel_pmu_enable_all
51        0.0010  (no location information)   kallsyms                 generic_write_end
51        0.0010  output-json-alert.c:141     suricata                 AlertJsonHeader
51        0.0010  detect-engine.c:513         suricata                 DetectEngineReloadIsStart
51        0.0010  util-radix-tree.c:308       suricata                 SCRadixPrefixContainNetmaskAndSetUserData
50       1.0e-03  (no location information)   kallsyms                 __lru_cache_add
50       1.0e-03  (no location information)   kallsyms                 credit_entropy_bits
50       1.0e-03  (no location information)   kallsyms                 ext4_mark_inode_dirty
50       1.0e-03  (no location information)   kallsyms                 pagecache_get_page
50       1.0e-03  decode.c:249                suricata                 PacketCopyData
50       1.0e-03  stream-tcp-reassemble.c:1885 suricata                 StreamTcpReassembleHandleSegmentHandleData
49       9.8e-04  source-pcap.c:296           suricata                 ReceivePcapLoop
49       9.8e-04  detect.c:608                suricata                 SigMatchSignaturesGetSgh
48       9.6e-04  (no location information)   libpthread-2.21.so       __pthread_mutex_cond_lock
48       9.6e-04  app-layer-parser.c:752      suricata                 AppLayerParserGetTxCnt
48       9.6e-04  detect-engine-port.c:1030   suricata                 DetectPortParseDo
47       9.4e-04  (no location information)   kallsyms                 do_async_page_fault
47       9.4e-04  detect.c:2887               suricata                 SigAddressPrepareStage1
46       9.2e-04  (no location information)   kallsyms                 __inc_zone_state
46       9.2e-04  (no location information)   kallsyms                 __mnt_want_write_file
46       9.2e-04  (no location information)   kallsyms                 perf_event_context_sched_in
46       9.2e-04  detect-engine-siggroup.c:1677 suricata                 SigGroupHeadSetFileMd5Flag
46       9.2e-04  detect-engine-siggroup.c:1649 suricata                 SigGroupHeadSetFilesizeFlag
45       9.0e-04  (no location information)   kallsyms                 __ext4_journal_stop
45       9.0e-04  (no location information)   kallsyms                 flush_tlb_func
44       8.8e-04  (no location information)   kallsyms                 _raw_read_lock
44       8.8e-04  (no location information)   kallsyms                 ctx_sched_out
44       8.8e-04  (no location information)   kallsyms                 down_write
44       8.8e-04  (no location information)   kallsyms                 ext4_inode_table
44       8.8e-04  (no location information)   kallsyms                 lapic_next_deadline
44       8.8e-04  (no location information)   kallsyms                 policy_zonelist
44       8.8e-04  (no location information)   kallsyms                 release_pages
43       8.6e-04  (no location information)   kallsyms                 hrtimer_active
43       8.6e-04  detect-engine-sigorder.c:672 suricata                 SCSigOrderByPriorityCompare
42       8.4e-04  (no location information)   kallsyms                 ext4_get_inode_flags
42       8.4e-04  (no location information)   kallsyms                 retint_user
42       8.4e-04  (no location information)   kallsyms                 security_file_permission
42       8.4e-04  util-byte.c:75              suricata                 ByteExtractUint64
42       8.4e-04  util-logopenfile.c:621      suricata                 LogFileWrite
42       8.4e-04  detect-parse.c:991          suricata                 SigBuildAddressMatchArray
42       8.4e-04  detect-parse.c:1099         suricata                 SigValidate
41       8.2e-04  (no location information)   kallsyms                 apparmor_file_permission
41       8.2e-04  (no location information)   kallsyms                 from_kgid
41       8.2e-04  (no location information)   kallsyms                 get_task_policy.part.24
41       8.2e-04  (no location information)   kallsyms                 iov_iter_advance
41       8.2e-04  (no location information)   kallsyms                 update_rq_clock.part.79
40       8.0e-04  (no location information)   kallsyms                 __cpuset_node_allowed
40       8.0e-04  (no location information)   kallsyms                 __srcu_read_unlock
40       8.0e-04  (no location information)   kallsyms                 mem_cgroup_charge_statistics.isra.24
40       8.0e-04  (no location information)   libpthread-2.21.so       __pthread_disable_asynccancel
40       8.0e-04  conf.c:177                  suricata                 ConfGetNode
40       8.0e-04  decode-teredo.c:48          suricata                 DecodeTeredo
40       8.0e-04  stream-tcp.c:4863           suricata                 TcpSessionReuseDoneEnough
39       7.8e-04  (no location information)   kallsyms                 __sb_end_write
39       7.8e-04  (no location information)   kallsyms                 local_apic_timer_interrupt
39       7.8e-04  (no location information)   kallsyms                 up_write
39       7.8e-04  detect-engine-address-ipv4.c:115 suricata                 DetectAddressCutIPv4
39       7.8e-04  detect-msg.c:51             suricata                 DetectMsgSetup
39       7.8e-04  stream-tcp-sack.c:255       suricata                 StreamTcpSackUpdatePacket
38       7.6e-04  (no location information)   kallsyms                 __enqueue_entity
38       7.6e-04  (no location information)   kallsyms                 __put_compound_page
38       7.6e-04  (no location information)   kallsyms                 __wake_up_common
38       7.6e-04  (no location information)   kallsyms                 grab_cache_page_write_begin
38       7.6e-04  bstr.c:526                  libhtp-0.5.19.so.1.0.0   bstr_util_memdup_to_c
38       7.6e-04  app-layer.c:88              suricata                 AppLayerHandleTCPData
38       7.6e-04  detect.c:1932               suricata                 DetectSignatureApplyActions
38       7.6e-04  util-rule-vars.c:68         suricata                 SCRuleVarsGetConfVar
37       7.4e-04  (no location information)   kallsyms                 check_preempt_curr
37       7.4e-04  (no location information)   kallsyms                 ext4_reserve_inode_write
37       7.4e-04  (no location information)   kallsyms                 mem_cgroup_commit_charge
37       7.4e-04  (no location information)   kallsyms                 update_sd_lb_stats
37       7.4e-04  (no location information)   kallsyms                 wakeup_preempt_entity.isra.53
37       7.4e-04  util-radix-tree.c:1335      suricata                 SCRadixFindKeyIPNetblock
37       7.4e-04  stream-tcp-reassemble.c:731 suricata                 StreamTcpReassembleInsertSegment
37       7.4e-04  stream-tcp.c:5351           suricata                 StreamTcpValidateTimestamp
36       7.2e-04  (no location information)   kallsyms                 down_read_trylock
36       7.2e-04  (no location information)   kallsyms                 find_vma
36       7.2e-04  (no location information)   kallsyms                 futex_wake_op
36       7.2e-04  (no location information)   kallsyms                 strlcpy
36       7.2e-04  htp_request.c:616           libhtp-0.5.19.so.1.0.0   htp_connp_REQ_HEADERS
36       7.2e-04  detect-engine-port.c:1579   suricata                 DetectPortCompareFunc
35       7.0e-04  (no location information)   kallsyms                 vma_merge
35       7.0e-04  detect-engine-address.c:817 suricata                 DetectAddressSetup
34       6.8e-04  (no location information)   kallsyms                 ext4_dirty_inode
34       6.8e-04  (no location information)   kallsyms                 free_one_page
34       6.8e-04  (no location information)   kallsyms                 new_sync_write
34       6.8e-04  htp_request_generic.c:111   libhtp-0.5.19.so.1.0.0   htp_parse_request_header_generic
34       6.8e-04  util-classification-config.c:564 suricata                 SCClassConfGetClasstype
33       6.6e-04  (no location information)   kallsyms                 __fsnotify_parent
33       6.6e-04  (no location information)   kallsyms                 call_function_single_interrupt
33       6.6e-04  (no location information)   kallsyms                 enqueue_task
33       6.6e-04  (no location information)   kallsyms                 generic_write_checks
33       6.6e-04  app-layer-parser.c:543      suricata                 AppLayerParserGetTransactionInspectId
33       6.6e-04  detect-engine-state.c:1104  suricata                 DeStateUpdateInspectTransactionId
33       6.6e-04  detect-engine-address.c:1849 suricata                 DetectAddressPrint
33       6.6e-04  app-layer-htp.c:261         suricata                 HTPHasEvents
32       6.4e-04  (no location information)   kallsyms                 PageHuge
32       6.4e-04  (no location information)   kallsyms                 _raw_spin_lock_irq
32       6.4e-04  (no location information)   kallsyms                 block_write_end
32       6.4e-04  (no location information)   kallsyms                 select_idle_sibling
32       6.4e-04  detect-engine-apt-event.c:40 suricata                 DetectEngineAptEventInspect
32       6.4e-04  detect-flow.c:164           suricata                 DetectFlowParse
31       6.2e-04  (no location information)   kallsyms                 check_cfs_rq_runtime
31       6.2e-04  (no location information)   kallsyms                 task_tick_fair
31       6.2e-04  detect-engine-address.c:600 suricata                 DetectAddressParseString
31       6.2e-04  util-hashlist.c:86          suricata                 HashListTableFree
31       6.2e-04  util-profiling-rules.c:641  suricata                 SCProfilingRuleInitCounters
30       6.0e-04  (no location information)   kallsyms                 _copy_from_user
30       6.0e-04  (no location information)   kallsyms                 alloc_pages_current
30       6.0e-04  (no location information)   kallsyms                 fput
30       6.0e-04  (no location information)   kallsyms                 mprotect_fixup
30       6.0e-04  (no location information)   kallsyms                 pick_next_task_idle
30       6.0e-04  (no location information)   kallsyms                 radix_tree_lookup_slot
30       6.0e-04  app-layer-detect-proto.c:1297 suricata                 AppLayerProtoDetectGetProto
30       6.0e-04  detect-parse.c:1617         suricata                 DetectParseDupSigHashFunc
30       6.0e-04  util-hash.c:190             suricata                 HashTableLookup
30       6.0e-04  util-radix-tree.c:493       suricata                 SCRadixAddKey
29       5.8e-04  (no location information)   kallsyms                 __fdget_pos
29       5.8e-04  (no location information)   kallsyms                 ktime_get_update_offsets_now
29       5.8e-04  output-json.c:168           suricata                 CreateJSONFlowId
29       5.8e-04  util-print.c:118            suricata                 PrintRawUriBuf
28       5.6e-04  (no location information)   kallsyms                 aa_file_perm
28       5.6e-04  (no location information)   kallsyms                 iov_iter_fault_in_readable
28       5.6e-04  (no location information)   kallsyms                 sched_clock
28       5.6e-04  (no location information)   libpthread-2.21.so       __lll_unlock_wake
28       5.6e-04  util-radix-tree.c:1490      suricata                 SCRadixFindKeyIPV4BestMatch
27       5.4e-04  (no location information)   kallsyms                 enqueue_hrtimer
27       5.4e-04  (no location information)   kallsyms                 get_vma_policy.part.27
27       5.4e-04  (no location information)   kallsyms                 hrtimer_try_to_cancel
27       5.4e-04  (no location information)   kallsyms                 native_load_tls
27       5.4e-04  bstr.c:366                  libhtp-0.5.19.so.1.0.0   bstr_util_cmp_mem_nocase
27       5.4e-04  app-layer-parser.c:856      suricata                 AppLayerParserParse
27       5.4e-04  detect-content.c:282        suricata                 DetectContentPrint
27       5.4e-04  flow-queue.c:106            suricata                 FlowDequeue
26       5.2e-04  (no location information)   kallsyms                 __ext4_journal_get_write_access
26       5.2e-04  (no location information)   kallsyms                 __page_cache_release
26       5.2e-04  (no location information)   kallsyms                 __rb_insert_augmented
26       5.2e-04  (no location information)   kallsyms                 deactivate_task
26       5.2e-04  (no location information)   kallsyms                 lru_cache_add_active_or_unevictable
26       5.2e-04  (no location information)   kallsyms                 pagevec_lru_move_fn
26       5.2e-04  app-layer-parser.c:738      suricata                 AppLayerParserGetStateProgress
25       5.0e-04  (no location information)   kallsyms                 __unqueue_futex
25       5.0e-04  (no location information)   kallsyms                 _find_next_bit.part.0
25       5.0e-04  (no location information)   kallsyms                 error_entry
25       5.0e-04  (no location information)   kallsyms                 exit_idle
25       5.0e-04  (no location information)   kallsyms                 place_entity
25       5.0e-04  detect-engine-proto.c:87    suricata                 DetectProtoParse
24       4.8e-04  (no location information)   kallsyms                 drop_futex_key_refs.isra.13
24       4.8e-04  (no location information)   kallsyms                 native_write_cr0
24       4.8e-04  (no location information)   kallsyms                 resched_curr
24       4.8e-04  (no location information)   kallsyms                 wake_up_process
24       4.8e-04  detect-engine-mpm.c:1214    suricata                 PopulateMpmHelperAddPatternToPktCtx.constprop.7
23       4.6e-04  (no location information)   kallsyms                 __add_to_page_cache_locked
23       4.6e-04  (no location information)   kallsyms                 __get_vma_policy
23       4.6e-04  (no location information)   kallsyms                 pfn_pte
23       4.6e-04  (no location information)   kallsyms                 timerqueue_del
23       4.6e-04  (no location information)   kallsyms                 zone_statistics
23       4.6e-04  pcre_study.c:84             libpcre.so.3.13.1        find_minlength
23       4.6e-04  util-var.c:134              suricata                 AddVariableToResolveList
23       4.6e-04  util-cidr.c:45              suricata                 CIDRGet
23       4.6e-04  detect-engine-port.c:941    suricata                 DetectPortParseInsertString
23       4.6e-04  util-file.c:714             suricata                 FileDisableStoring
23       4.6e-04  detect.c:3463               suricata                 SigAddressPrepareStage2
23       4.6e-04  detect-engine-siggroup.c:181 suricata                 SigGroupHeadFree
22       4.4e-04  (no location information)   kallsyms                 clockevents_program_min_delta
22       4.4e-04  (no location information)   kallsyms                 ext4_da_get_block_prep
22       4.4e-04  (no location information)   kallsyms                 number.isra.13
22       4.4e-04  (no location information)   kallsyms                 update_stats_wait_end
22       4.4e-04  (no location information)   kallsyms                 wake_q_add
22       4.4e-04  detect-engine-address.c:97  suricata                 DetectAddressFree
22       4.4e-04  detect-content.c:227        suricata                 DetectContentParse
22       4.4e-04  detect-engine-iponly.c:789  suricata                 IPOnlySigParseAddress
21       4.2e-04  (no location information)   kallsyms                 commit_charge
21       4.2e-04  (no location information)   kallsyms                 fib_table_lookup
21       4.2e-04  (no location information)   kallsyms                 iov_iter_init
21       4.2e-04  util-time.c:127             suricata                 CreateIsoTimeString
21       4.2e-04  detect-parse.c:1831         suricata                 DetectEngineAppendSig
21       4.2e-04  detect-fast-pattern.c:207   suricata                 DetectFastPatternSetup
21       4.2e-04  stream-tcp-reassemble.c:3620 suricata                 StreamTcpGetSegment
20       4.0e-04  (no location information)   kallsyms                 __vfs_write
20       4.0e-04  (no location information)   kallsyms                 __x2apic_send_IPI_mask
20       4.0e-04  (no location information)   kallsyms                 cpuacct_account_field
20       4.0e-04  (no location information)   kallsyms                 dev_seq_next
20       4.0e-04  (no location information)   kallsyms                 device_not_available
20       4.0e-04  (no location information)   kallsyms                 intel_bts_enable_local
20       4.0e-04  (no location information)   kallsyms                 llist_add_batch
20       4.0e-04  (no location information)   kallsyms                 put_prev_task_fair
20       4.0e-04  (no location information)   kallsyms                 run_timer_softirq
20       4.0e-04  (no location information)   kallsyms                 workingset_activation
20       4.0e-04  htp_request_generic.c:251   libhtp-0.5.19.so.1.0.0   htp_parse_request_line_generic_ex
20       4.0e-04  pcre_compile.c:4121         libpcre.so.3.13.1        add_to_class
20       4.0e-04  pcre_compile.c:998          libpcre.so.3.13.1        check_escape
20       4.0e-04  (no location information)   libpthread-2.21.so       __pthread_mutex_unlock_usercnt
20       4.0e-04  defrag-hash.c:46            suricata                 DefragTrackerAlloc
20       4.0e-04  detect-engine-address.c:76  suricata                 DetectAddressInit
20       4.0e-04  detect-classtype.c:134      suricata                 DetectClasstypeSetup
20       4.0e-04  detect-engine-hsbd.c:224    suricata                 DetectEngineHSBDGetBufferForTX.constprop.3
20       4.0e-04  host-timeout.c:156          suricata                 HostTimeoutHash
20       4.0e-04  util-mpm-ac.c:1458          suricata                 SCACAddPatternCS
19       3.8e-04  (no location information)   kallsyms                 __find_get_block_slow
19       3.8e-04  (no location information)   kallsyms                 __getblk_gfp
19       3.8e-04  (no location information)   kallsyms                 ext4_has_free_clusters
19       3.8e-04  (no location information)   kallsyms                 flush_smp_call_function_queue
19       3.8e-04  (no location information)   kallsyms                 up_read
19       3.8e-04  bstr.c:218                  libhtp-0.5.19.so.1.0.0   bstr_cmp_c_nocase
19       3.8e-04  detect-engine-address.c:1535 suricata                 DetectAddressHeadCleanup
19       3.8e-04  detect-bytetest.c:116       suricata                 DetectBytetestDoMatch
19       3.8e-04  flow-util.c:131             suricata                 FlowInit
19       3.8e-04  util-classification-config.c:453 suricata                 SCClassConfClasstypeHashFunc
19       3.8e-04  counters.c:323              suricata                 StatsMgmtThread
19       3.8e-04  detect-engine-mpm.c:659     suricata                 StreamPatternSearch
18       3.6e-04  (no location information)   kallsyms                 anon_vma_prepare
18       3.6e-04  (no location information)   kallsyms                 ext4_finish_bio
18       3.6e-04  (no location information)   kallsyms                 format_decode
18       3.6e-04  (no location information)   kallsyms                 from_kuid
18       3.6e-04  (no location information)   kallsyms                 kvm_clock_read
18       3.6e-04  (no location information)   kallsyms                 page_counter_try_charge
18       3.6e-04  (no location information)   kallsyms                 rcu_check_callbacks
18       3.6e-04  htp_table.c:206             libhtp-0.5.19.so.1.0.0   htp_table_get_c
18       3.6e-04  (no location information)   libpthread-2.21.so       __pthread_enable_asynccancel
18       3.6e-04  app-layer-parser.c:824      suricata                 AppLayerParserHasTxDetectState
18       3.6e-04  app-layer-detect-proto.c:212 suricata                 AppLayerProtoDetectPMGetProto
18       3.6e-04  detect.c:3137               suricata                 CreateGroupedAddrList
18       3.6e-04  detect-distance.c:67        suricata                 DetectDistanceSetup
18       3.6e-04  util-pool-thread.c:154      suricata                 PoolThreadGetById
18       3.6e-04  counters.c:1168             suricata                 StatsUpdateCounterArray
17       3.4e-04  (no location information)   kallsyms                 anon_vma_interval_tree_remove
17       3.4e-04  (no location information)   kallsyms                 fpu__restore
17       3.4e-04  (no location information)   kallsyms                 memcg_check_events
17       3.4e-04  (no location information)   kallsyms                 strlen
17       3.4e-04  (no location information)   ld-2.21.so               /lib/x86_64-linux-gnu/ld-2.21.so
17       3.4e-04  (no location information)   libyaml-0.so.2.0.4       /usr/lib/x86_64-linux-gnu/libyaml-0.so.2.0.4
17       3.4e-04  app-layer-parser.c:771      suricata                 AppLayerParserGetStateProgressCompletionStatus
17       3.4e-04  app-layer-detect-proto.c:1740 suricata                 AppLayerProtoDetectGetProtoByName
17       3.4e-04  detect-engine-address-ipv6.c:232 suricata                 DetectAddressCmpIPv6
17       3.4e-04  detect-csum.c:710           suricata                 DetectICMPV4CsumMatch
17       3.4e-04  detect-engine-port.c:270    suricata                 DetectPortInsert
17       3.4e-04  detect-reference.c:114      suricata                 DetectReferenceParse
17       3.4e-04  util-pool.c:341             suricata                 PoolReturn
17       3.4e-04  detect-engine-siggroup.c:95 suricata                 SigGroupHeadInitDataAlloc
17       3.4e-04  detect-parse.c:297          suricata                 SigMatchAppendSMToList
17       3.4e-04  stream-tcp.c:650            suricata                 StreamTcpNewSession
16       3.2e-04  (no location information)   kallsyms                 ext4_es_lookup_extent
16       3.2e-04  (no location information)   kallsyms                 get_futex_value_locked
16       3.2e-04  (no location information)   kallsyms                 perf_event_task_tick
16       3.2e-04  (no location information)   kallsyms                 set_nr_if_polling
16       3.2e-04  (no location information)   kallsyms                 unmap_page_range
16       3.2e-04  htp_response.c:645          libhtp-0.5.19.so.1.0.0   htp_connp_RES_HEADERS
16       3.2e-04  detect-parse.c:145          suricata                 DetectEngineContentModifierBufferSetup
16       3.2e-04  detect-flow.c:297           suricata                 DetectFlowSetup
16       3.2e-04  detect-engine-port.c:74     suricata                 DetectPortInit
16       3.2e-04  util-file.c:86              suricata                 FileForceMagic
16       3.2e-04  detect-engine-sigorder.c:711 suricata                 SCSigOrderSignatures
15       3.0e-04  (no location information)   kallsyms                 _raw_spin_trylock
15       3.0e-04  (no location information)   kallsyms                 llist_reverse_order
15       3.0e-04  (no location information)   kallsyms                 vma_set_page_prot
15       3.0e-04  (no location information)   kallsyms                 zone_dirty_ok
15       3.0e-04  detect-content.c:375        suricata                 DetectContentSetup
15       3.0e-04  detect-engine-iponly.c:1529 suricata                 IPOnlyAddSignature
15       3.0e-04  ippair-timeout.c:136        suricata                 IPPairTimeoutHash
15       3.0e-04  detect-engine-siggroup.c:70 suricata                 SigGroupHeadInitDataFree
15       3.0e-04  detect-parse.c:241          suricata                 SigMatchAlloc
15       3.0e-04  detect-parse.c:561          suricata                 SigParseAddress
15       3.0e-04  stream-tcp-reassemble.c:237 suricata                 StreamTcpSegmentReturntoPool
14       2.8e-04  (no location information)   kallsyms                 __radix_tree_create
14       2.8e-04  (no location information)   kallsyms                 cpu_needs_another_gp
14       2.8e-04  (no location information)   kallsyms                 effective_load.isra.40
14       2.8e-04  (no location information)   kallsyms                 retint_careful
14       2.8e-04  (no location information)   kallsyms                 security_file_mprotect
14       2.8e-04  (no location information)   kallsyms                 trigger_load_balance
14       2.8e-04  htp_response_generic.c:124  libhtp-0.5.19.so.1.0.0   htp_parse_response_header_generic
14       2.8e-04  htp_transaction.c:218       libhtp-0.5.19.so.1.0.0   htp_tx_get_user_data
14       2.8e-04  htp_util.c:1484             libhtp-0.5.19.so.1.0.0   htp_urldecode_inplace_ex
14       2.8e-04  app-layer-dns-udp.c:60      suricata                 DNSUDPRequestParse
14       2.8e-04  app-layer-htp.c:2571        suricata                 HTPStateGetFiles
14       2.8e-04  util-crypt.c:45             suricata                 Sha1Compress
13       2.6e-04  (no location information)   kallsyms                 __es_insert_extent
13       2.6e-04  (no location information)   kallsyms                 __es_remove_extent
13       2.6e-04  (no location information)   kallsyms                 __remove_hrtimer
13       2.6e-04  (no location information)   kallsyms                 __vma_adjust_trans_huge
13       2.6e-04  (no location information)   kallsyms                 anon_vma_interval_tree_insert
13       2.6e-04  (no location information)   kallsyms                 hrtimer_wakeup
13       2.6e-04  (no location information)   kallsyms                 jbd2_journal_get_write_access
13       2.6e-04  (no location information)   kallsyms                 trace_do_page_fault
13       2.6e-04  (no location information)   kallsyms                 update_blocked_averages
13       2.6e-04  (no location information)   kallsyms                 vsnprintf
13       2.6e-04  app-layer.c:640             suricata                 AppLayerProfilingStoreInternal
13       2.6e-04  detect-engine-port.c:1419   suricata                 DetectPortParse
13       2.6e-04  flow-util.c:50              suricata                 FlowAlloc
13       2.6e-04  flow-hash.c:460             suricata                 FlowGetNew
13       2.6e-04  app-layer-htp.c:265         suricata                 HTPGetEvents
13       2.6e-04  app-layer-htp.c:2614        suricata                 HTPStateGetAlstateProgressCompletionStatus
13       2.6e-04  output-json-dns.c:113       suricata                 OutputAnswer.isra.2
13       2.6e-04  util-mpm-ac.c:1434          suricata                 SCACAddPatternCI
13       2.6e-04  stream.c:249                suricata                 StreamMsgQueueGetMinChunkLen
13       2.6e-04  stream-tcp.c:5493           suricata                 StreamTcpHandleTimestamp
12       2.4e-04  (no location information)   kallsyms                 account_page_dirtied
12       2.4e-04  (no location information)   kallsyms                 account_process_tick
12       2.4e-04  (no location information)   kallsyms                 apparmor_file_mprotect
12       2.4e-04  (no location information)   kallsyms                 error_exit
12       2.4e-04  (no location information)   kallsyms                 ext4_es_can_be_merged
12       2.4e-04  (no location information)   kallsyms                 free_compound_page
12       2.4e-04  (no location information)   kallsyms                 hrtick_update
12       2.4e-04  (no location information)   kallsyms                 ip_route_input_noref
12       2.4e-04  (no location information)   kallsyms                 kfree
12       2.4e-04  (no location information)   kallsyms                 mem_cgroup_page_lruvec
12       2.4e-04  (no location information)   kallsyms                 pte_offset_kernel
12       2.4e-04  (no location information)   kallsyms                 run_posix_cpu_timers
12       2.4e-04  (no location information)   kallsyms                 virtqueue_kick_prepare
12       2.4e-04  (no location information)   kallsyms                 x86_pmu_disable
12       2.4e-04  pcre_compile.c:3064         libpcre.so.3.13.1        compare_opcodes
12       2.4e-04  app-layer-dns-common.c:530  suricata                 DNSStoreQueryInState
12       2.4e-04  detect-engine-uri.c:72      suricata                 DetectEngineInspectPacketUris
12       2.4e-04  detect-pcre.c:185           suricata                 DetectPcrePayloadMatch
12       2.4e-04  detect-engine-port.c:712    suricata                 DetectPortCmp
12       2.4e-04  flow-timeout.c:291          suricata                 FlowForceReassemblyNeedReassembly
12       2.4e-04  log-httplog.c:410           suricata                 LogHttpLogIPWrapper.isra.1
12       2.4e-04  util-enum.c:69              suricata                 SCMapEnumValueToName
12       2.4e-04  stream-tcp.c:3575           suricata                 StreamTcpPacketStateCloseWait
12       2.4e-04  stream-tcp-reassemble.c:263 suricata                 StreamTcpReturnStreamSegments
11       2.2e-04  (no location information)   kallsyms                 find_busiest_group
11       2.2e-04  (no location information)   kallsyms                 loopback_get_stats64
11       2.2e-04  (no location information)   kallsyms                 native_iret
11       2.2e-04  (no location information)   kallsyms                 raise_softirq
11       2.2e-04  htp_response.c:909          libhtp-0.5.19.so.1.0.0   htp_connp_res_data
11       2.2e-04  app-layer-parser.c:526      suricata                 AppLayerParserGetTransactionLogId
11       2.2e-04  app-layer-parser.c:761      suricata                 AppLayerParserGetTx
11       2.2e-04  app-layer-dns-common.c:178  suricata                 DNSHasEvents
11       2.2e-04  util-decode-der.c:102       suricata                 DecodeAsn1DerGeneric
11       2.2e-04  detect-engine-address.c:782 suricata                 DetectAddressParseSingle
11       2.2e-04  detect-app-layer-event.c:301 suricata                 DetectAppLayerEventPrepare
11       2.2e-04  detect-nocase.c:71          suricata                 DetectNocaseSetup
11       2.2e-04  detect-parse.c:1638         suricata                 DetectParseDupSigCompareFunc
11       2.2e-04  detect-pcre.c:297           suricata                 DetectPcreParse.isra.1
11       2.2e-04  detect-within.c:71          suricata                 DetectWithinSetup
11       2.2e-04  flow.c:784                  suricata                 FlowClearMemory
11       2.2e-04  flow-util.c:110             suricata                 FlowGetReverseProtoMapping
11       2.2e-04  app-layer-htp.c:2585        suricata                 HTPStateGetAlstateProgress
11       2.2e-04  util-hashlist.c:117         suricata                 HashListTableAdd
11       2.2e-04  util-mpm.c:755              suricata                 MpmAddPatternCI
